row,col,lat,lon,fire_count,ndvi,r_f,r_p,risk,lambda_drones,lambda_rangers,lambda_sensors,c_drones,c_rangers,c_sensors,coverage,protection,protection_uniform,in_pan
2,53,-19.3874,16.9988,0,1.0,0.251182,0.015033,0.061449,0.9333,0.2897,0.2121,0.08,0.0,0.1,0.095879,0.789927,0.645628,False
2,54,-19.3874,17.0464,0,1.0,0.251182,0.013398,0.058011,0.9357,0.2844,0.2087,0.08,0.0,0.1,0.095728,0.807981,0.661769,False
2,55,-19.3874,17.0941,0,1.0,0.251182,0.011881,0.05463,0.9379,0.2794,0.2055,0.08,0.0,0.1,0.095582,0.826164,0.678996,False
2,56,-19.3874,17.1417,0,1.0,0.251182,0.010111,0.050396,0.9405,0.2736,0.2017,0.08,0.0,0.1,0.095406,0.849401,0.702623,False
3,0,-19.3423,14.4738,0,1.0,0.672723,0.000164,0.010501,0.9544,0.2388,0.1791,0.04,0.0,0.0,0.038176,0.973629,0.994894,False
3,1,-19.3423,14.5215,3.88,1.0,0.702366,0.000285,0.014145,0.9543,0.239,0.1792,0.04,0.0,0.1,0.056094,0.981047,0.980152,False
3,2,-19.3423,14.5691,0,1.0,0.672723,0.000492,0.018191,0.9542,0.2393,0.1794,0.04,0.4,0.0,0.133881,0.999364,0.95266,False
3,3,-19.3423,14.6167,0,1.0,0.672723,0.000842,0.023805,0.9541,0.2397,0.1797,0.08,0.0,0.0,0.076325,0.959492,0.903117,False
3,4,-19.3423,14.6644,0,1.0,0.672723,0.001426,0.030975,0.9538,0.2405,0.1802,0.08,0.0,0.0,0.076301,0.914846,0.834377,False
3,5,-19.3423,14.712,0,1.0,0.672723,0.002378,0.039993,0.9533,0.2418,0.181,0.08,0.0,0.0,0.076263,0.851461,0.752865,False
3,6,-19.3423,14.7597,0,1.0,0.672723,0.00388,0.051087,0.9525,0.2438,0.1823,0.08,0.0,0.0,0.076203,0.774996,0.667362,False
3,7,-19.3423,14.8073,0,1.0,0.672723,0.006148,0.064311,0.9514,0.2468,0.1843,0.08,0.0,0.1,0.094539,0.77008,0.586056,False
3,8,-19.3423,14.8549,0,1.0,0.672723,0.009372,0.079404,0.9497,0.251,0.187,0.04,0.4,0.0,0.138394,0.824988,0.51476,False
3,9,-19.3423,14.9026,0,1.0,0.672723,0.01361,0.095686,0.9476,0.2565,0.1906,0.04,0.4,0.0,0.140507,0.769712,0.456382,False
3,10,-19.3423,14.9502,0,1.0,0.672723,0.019439,0.114355,0.9445,0.264,0.1954,0.04,0.4,0.0,0.14337,0.714562,0.405898,False
3,11,-19.3423,14.9979,0,1.0,0.672723,0.033982,0.151197,0.9367,0.2821,0.2072,0.0,0.4,0.0,0.112831,0.525859,0.338615,False
3,12,-19.3423,15.0455,0,1.0,0.658614,0.056118,0.192251,0.9238,0.3096,0.2251,0.0,0.4,0.0,0.123849,0.474922,0.294253,False
3,13,-19.3423,15.0931,0,1.0,0.644441,0.085506,0.234741,0.9056,0.3444,0.2476,0.0,0.0,0.3,0.074277,0.271249,0.26616,False
3,14,-19.3423,15.1408,0,1.0,0.630843,0.118792,0.27375,0.8838,0.3812,0.2714,0.0,0.0,0.2,0.054271,0.179836,0.249512,False
3,15,-19.3423,15.1884,0,1.0,0.617785,0.175921,0.329668,0.8461,0.436,0.3066,0.0,0.0,0.2,0.061321,0.169733,0.232699,False
3,16,-19.3423,15.2361,0,1.0,0.605234,0.295231,0.42271,0.7727,0.5218,0.3615,0.0,0.0,0.1,0.036146,0.081956,0.212145,False
3,17,-19.3423,15.2837,0,1.0,0.593161,0.42642,0.502927,0.7031,0.5863,0.4024,0.0,0.0,0.0,0.0,0.0,0.197579,False
3,18,-19.3423,15.3314,0,1.0,0.581538,0.537686,0.559182,0.6529,0.6255,0.4271,0.0,0.0,0.0,0.0,0.0,0.188222,False
3,19,-19.3423,15.379,0,1.0,0.57034,0.615958,0.59271,0.6212,0.6477,0.441,0.0,0.0,0.0,0.0,0.0,0.183145,False
3,20,-19.3423,15.4266,0,1.0,0.559543,0.695454,0.623808,0.5926,0.6663,0.4526,0.0,0.0,0.0,0.0,0.0,0.178448,False
3,21,-19.3423,15.4743,0,1.0,0.549125,0.72894,0.632676,0.5794,0.6744,0.4577,0.0,0.0,0.0,0.0,0.0,0.177718,False
3,22,-19.3423,15.5219,0,1.0,0.539066,0.732718,0.628477,0.5747,0.6772,0.4594,0.0,0.0,0.0,0.0,0.0,0.179327,False
3,23,-19.3423,15.5696,0,1.0,0.529347,0.70788,0.612139,0.5779,0.6753,0.4582,0.0,0.0,0.0,0.0,0.0,0.183269,False
3,24,-19.3423,15.6172,0,1.0,0.519951,0.708612,0.606995,0.5742,0.6776,0.4596,0.0,0.0,0.0,0.0,0.0,0.185108,False
3,25,-19.3423,15.6648,0,1.0,0.515016,0.750561,0.621732,0.5609,0.6853,0.4644,0.0,0.0,0.0,0.0,0.0,0.182615,False
3,26,-19.3423,15.7125,0,1.0,0.510961,0.763966,0.624785,0.5559,0.6882,0.4662,0.0,0.0,0.0,0.0,0.0,0.182347,False
3,27,-19.3423,15.7601,0,1.0,0.506948,0.749428,0.616377,0.5581,0.6869,0.4654,0.0,0.0,0.0,0.0,0.0,0.18435,False
3,28,-19.3423,15.8078,0,1.0,0.502977,0.722972,0.603024,0.5636,0.6838,0.4635,0.0,0.0,0.0,0.0,0.0,0.18741,False
3,29,-19.3423,15.8554,0,1.0,0.499046,0.753539,0.613229,0.554,0.6893,0.4669,0.0,0.0,0.0,0.0,0.0,0.18565,False
3,30,-19.3423,15.903,0,1.0,0.495154,0.767829,0.616598,0.5488,0.6922,0.4687,0.0,0.0,0.0,0.0,0.0,0.185283,False
3,31,-19.3423,15.9507,0,1.0,0.491301,0.762165,0.611925,0.5488,0.6922,0.4687,0.0,0.0,0.0,0.0,0.0,0.186565,False
3,32,-19.3423,15.9983,1.77,1.0,0.50382,0.729031,0.606053,0.5623,0.6845,0.4639,0.0,0.0,0.0,0.0,0.0,0.186713,False
3,33,-19.3423,16.046,8.79,1.0,0.555772,0.676653,0.613241,0.5968,0.6637,0.451,0.0,0.0,0.0,0.0,0.0,0.180716,False
3,34,-19.3423,16.0936,14.45,1.0,0.58878,0.627775,0.607965,0.6238,0.646,0.4399,0.0,0.0,0.0,0.0,0.0,0.178636,False
3,35,-19.3423,16.1412,8.96,1.0,0.549586,0.552596,0.551089,0.6358,0.6377,0.4348,0.0,0.0,0.0,0.0,0.0,0.193367,False
3,36,-19.3423,16.1889,1.76,1.0,0.488796,0.457343,0.472808,0.6505,0.6273,0.4282,0.0,0.0,0.1,0.042821,0.086588,0.218999,False
3,37,-19.3423,16.2365,8.75,1.0,0.540817,0.381622,0.454299,0.7067,0.5833,0.4005,0.0,0.0,0.1,0.04005,0.084384,0.215472,False
3,38,-19.3423,16.2842,5.86,1.0,0.498808,0.30068,0.387275,0.7362,0.5573,0.384,0.0,0.0,0.2,0.076808,0.1799,0.239985,False
3,39,-19.3423,16.3318,5.17,1.0,0.468453,0.223262,0.323401,0.7765,0.5179,0.359,0.0,0.4,0.0,0.207155,0.472999,0.266401,False
3,40,-19.3423,16.3794,14.04,1.0,0.507872,0.167886,0.292001,0.8287,0.4585,0.321,0.0,0.0,0.3,0.09631,0.280952,0.267461,False
3,41,-19.3423,16.4271,2.72,1.0,0.405505,0.123871,0.224121,0.8382,0.4464,0.3133,0.0,0.4,0.0,0.178578,0.549228,0.327662,False
3,42,-19.3423,16.4747,1.14,1.0,0.3737,0.096752,0.190148,0.8561,0.4224,0.2978,0.0,0.4,0.0,0.168947,0.58873,0.360979,False
3,43,-19.3423,16.5224,2.37,1.0,0.367094,0.062039,0.150911,0.8914,0.3689,0.2634,0.0,0.4,0.0,0.14757,0.623885,0.398034,False
3,44,-19.3423,16.57,0.08,1.0,0.332714,0.043527,0.120341,0.9063,0.3431,0.2467,0.04,0.4,0.0,0.173503,0.763489,0.452231,False
3,45,-19.3423,16.6176,6.6,1.0,0.368644,0.035132,0.113803,0.92,0.3173,0.23,0.04,0.4,0.0,0.163719,0.762744,0.451018,False
3,46,-19.3423,16.6653,6.9,1.0,0.356857,0.030555,0.104421,0.9237,0.3099,0.2253,0.04,0.4,0.0,0.160924,0.785856,0.473825,False
3,47,-19.3423,16.7129,8.77,1.0,0.356404,0.030632,0.104486,0.9236,0.3102,0.2254,0.04,0.4,0.0,0.161019,0.785846,0.47382,False
3,48,-19.3423,16.7606,18.0,1.0,0.398698,0.02977,0.108946,0.9278,0.3014,0.2198,0.04,0.4,0.0,0.157692,0.764826,0.452701,False
3,49,-19.3423,16.8082,7.74,1.0,0.325968,0.029399,0.097893,0.9219,0.3134,0.2275,0.04,0.4,0.0,0.16225,0.80937,0.498793,False
3,50,-19.3423,16.8558,19.33,1.0,0.381791,0.029688,0.106464,0.9266,0.3039,0.2213,0.04,0.4,0.0,0.158611,0.774587,0.46233,False
3,51,-19.3423,16.9035,9.8,1.0,0.323895,0.029931,0.098461,0.9211,0.3151,0.2286,0.04,0.4,0.0,0.16289,0.808787,0.49819,False
3,52,-19.3423,16.9511,1.24,1.0,0.267494,0.028751,0.087697,0.9153,0.3264,0.2359,0.04,0.4,0.0,0.167158,0.851339,0.548413,False
3,53,-19.3423,16.9988,1.6,1.0,0.270055,0.026332,0.084327,0.9192,0.319,0.2311,0.04,0.4,0.0,0.164348,0.857574,0.556252,False
3,54,-19.3423,17.0464,0,1.0,0.258534,0.023563,0.07805,0.9216,0.3142,0.228,0.04,0.4,0.0,0.162525,0.875358,0.580146,False
3,55,-19.3423,17.0941,0,1.0,0.258534,0.02072,0.073191,0.9258,0.3057,0.2225,0.08,0.0,0.1,0.096314,0.731773,0.596153,False
3,56,-19.3423,17.1417,0,1.0,0.258534,0.017439,0.067146,0.9305,0.2958,0.2161,0.08,0.0,0.1,0.096048,0.760796,0.618704,False
4,0,-19.2973,14.4738,0,1.0,0.671072,0.000191,0.011331,0.9544,0.2389,0.1791,0.04,0.0,0.0,0.038175,0.965582,0.992489,False
4,1,-19.2973,14.5215,0.58,1.0,0.675885,0.000336,0.01508,0.9543,0.2391,0.1793,0.04,0.0,0.1,0.056098,0.975765,0.974709,False
4,2,-19.2973,14.5691,0,1.0,0.671072,0.000589,0.019885,0.9542,0.2394,0.1795,0.04,0.4,0.0,0.133931,0.998812,0.938679,False
4,3,-19.2973,14.6167,0,1.0,0.671072,0.001026,0.026236,0.954,0.24,0.1799,0.08,0.0,0.0,0.076317,0.945466,0.879914,False
4,4,-19.2973,14.6644,0,1.0,0.671072,0.00177,0.034467,0.9536,0.241,0.1805,0.08,0.0,0.0,0.076288,0.890667,0.801728,False
4,5,-19.2973,14.712,0,1.0,0.671072,0.003017,0.044999,0.953,0.2427,0.1816,0.08,0.0,0.0,0.076237,0.816255,0.712196,False
4,6,-19.2973,14.7597,0,1.0,0.671072,0.005049,0.058207,0.9519,0.2453,0.1833,0.08,0.0,0.1,0.094489,0.802763,0.621099,False
4,7,-19.2973,14.8073,0,1.0,0.671072,0.008217,0.074256,0.9503,0.2495,0.1861,0.08,0.0,0.1,0.094632,0.720402,0.536971,False
4,8,-19.2973,14.8549,0,1.0,0.671072,0.012843,0.092835,0.9479,0.2556,0.19,0.04,0.4,0.0,0.140142,0.778997,0.465564,False
4,9,-19.2973,14.9026,0,1.0,0.671072,0.018989,0.112884,0.9447,0.2635,0.1951,0.04,0.4,0.0,0.143174,0.718698,0.409476,False
4,10,-19.2973,14.9502,0,1.0,0.671072,0.026223,0.132655,0.9409,0.2726,0.201,0.0,0.4,0.0,0.109036,0.560427,0.368406,False
4,11,-19.2973,14.9979,0,1.0,0.671072,0.044679,0.173156,0.9308,0.2951,0.2156,0.0,0.4,0.0,0.118024,0.494197,0.311495,False
4,12,-19.2973,15.0455,0,1.0,0.657446,0.077114,0.225162,0.9116,0.3335,0.2405,0.0,0.0,0.3,0.072157,0.274192,0.270047,False
4,13,-19.2973,15.0931,0,1.0,0.643739,0.12016,0.278122,0.8844,0.3802,0.2707,0.0,0.0,0.2,0.054138,0.176882,0.245669,False
4,14,-19.2973,15.1408,0,1.0,0.63057,0.165728,0.32327,0.8546,0.4245,0.2992,0.0,0.0,0.2,0.059839,0.168984,0.232371,False
4,15,-19.2973,15.1884,0,1.0,0.617907,0.227473,0.37491,0.8147,0.4755,0.3319,0.0,0.0,0.1,0.033189,0.08472,0.220839,False
4,16,-19.2973,15.2361,0,1.0,0.60572,0.386094,0.483596,0.7259,0.5666,0.3899,0.0,0.0,0.0,0.0,0.0,0.199648,False
4,17,-19.2973,15.2837,0,1.0,0.593983,0.543286,0.568069,0.6551,0.6239,0.4261,0.0,0.0,0.0,0.0,0.0,0.185225,False
4,18,-19.2973,15.3314,0,1.0,0.582669,0.65435,0.61747,0.6132,0.6531,0.4444,0.0,0.0,0.0,0.0,0.0,0.177533,False
4,19,-19.2973,15.379,0,1.0,0.571757,0.718358,0.640879,0.5905,0.6676,0.4535,0.0,0.0,0.0,0.0,0.0,0.174391,False
4,20,-19.2973,15.4266,0,1.0,0.561224,0.800482,0.670261,0.5651,0.6829,0.4629,0.0,0.0,0.0,0.0,0.0,0.170158,False
4,21,-19.2973,15.4743,0,1.0,0.55105,0.833248,0.677614,0.5537,0.6894,0.467,0.0,0.0,0.0,0.0,0.0,0.169631,False
4,22,-19.2973,15.5219,0,1.0,0.541217,0.837751,0.673354,0.5492,0.692,0.4686,0.0,0.0,0.0,0.0,0.0,0.171055,False
4,23,-19.2973,15.5696,0,1.0,0.531707,0.81472,0.658174,0.5512,0.6909,0.4679,0.0,0.0,0.0,0.0,0.0,0.174437,False
4,24,-19.2973,15.6172,0,1.0,0.522505,0.801727,0.647229,0.5509,0.691,0.468,0.0,0.0,0.0,0.0,0.0,0.177136,False
4,25,-19.2973,15.6648,0,1.0,0.51782,0.840355,0.65966,0.5401,0.697,0.4717,0.0,0.0,0.0,0.0,0.0,0.175169,False
4,26,-19.2973,15.7125,1.0,1.0,0.523369,0.852902,0.668119,0.5393,0.6974,0.4719,0.0,0.0,0.0,0.0,0.0,0.173231,False
4,27,-19.2973,15.7601,1.53,1.0,0.524426,0.839566,0.663544,0.5427,0.6956,0.4708,0.0,0.0,0.0,0.0,0.0,0.173987,False
4,28,-19.2973,15.8078,0,1.0,0.506534,0.815726,0.642801,0.5416,0.6962,0.4712,0.0,0.0,0.0,0.0,0.0,0.179179,False
4,29,-19.2973,15.8554,0.99,1.0,0.512111,0.844732,0.657721,0.537,0.6987,0.4727,0.0,0.0,0.0,0.0,0.0,0.175936,False
4,30,-19.2973,15.903,6.86,1.0,0.557064,0.85567,0.690408,0.5507,0.6911,0.468,0.0,0.0,0.0,0.0,0.0,0.167061,False
4,31,-19.2973,15.9507,0.9,1.0,0.504006,0.85024,0.654619,0.5328,0.701,0.4741,0.0,0.0,0.0,0.0,0.0,0.177098,False
4,32,-19.2973,15.9983,0.89,1.0,0.500324,0.818329,0.639867,0.5386,0.6978,0.4722,0.0,0.0,0.0,0.0,0.0,0.180215,False
4,33,-19.2973,16.046,21.18,1.0,0.633199,0.783609,0.704401,0.5935,0.6657,0.4523,0.0,0.0,0.0,0.0,0.0,0.159668,False
4,34,-19.2973,16.0936,13.84,1.0,0.589902,0.735021,0.658476,0.5921,0.6666,0.4528,0.0,0.0,0.0,0.0,0.0,0.16996,False
4,35,-19.2973,16.1412,8.52,1.0,0.551572,0.657104,0.60203,0.6012,0.6609,0.4492,0.0,0.0,0.0,0.0,0.0,0.183197,False
4,36,-19.2973,16.1889,8.87,1.0,0.550616,0.577295,0.563798,0.6273,0.6436,0.4385,0.0,0.0,0.0,0.0,0.0,0.190706,False
4,37,-19.2973,16.2365,3.2,1.0,0.503267,0.491908,0.497555,0.6416,0.6337,0.4322,0.0,0.0,0.1,0.043222,0.083203,0.210846,False
4,38,-19.2973,16.2842,1.84,1.0,0.471472,0.39249,0.430172,0.6741,0.6096,0.4171,0.0,0.0,0.2,0.083418,0.176274,0.233194,False
4,39,-19.2973,16.3318,3.19,1.0,0.458902,0.310773,0.377643,0.7145,0.5766,0.3963,0.0,0.0,0.3,0.118876,0.270054,0.251156,False
4,40,-19.2973,16.3794,2.54,1.0,0.431366,0.247161,0.326522,0.7453,0.5488,0.3786,0.0,0.4,0.0,0.219521,0.489468,0.274923,False
4,41,-19.2973,16.4271,6.14,1.0,0.44018,0.201736,0.297994,0.7827,0.5113,0.3548,0.0,0.4,0.0,0.20454,0.49661,0.283081,False
4,42,-19.2973,16.4747,9.03,1.0,0.442502,0.134724,0.244163,0.8386,0.4459,0.313,0.0,0.4,0.0,0.178378,0.518365,0.305166,False
4,43,-19.2973,16.5224,15.31,1.0,0.46555,0.088279,0.202727,0.8832,0.3821,0.2719,0.0,0.4,0.0,0.152824,0.529443,0.32175,False
4,44,-19.2973,16.57,10.73,1.0,0.420326,0.066153,0.166751,0.8959,0.3613,0.2585,0.0,0.4,0.0,0.144514,0.57964,0.363621,False
4,45,-19.2973,16.6176,11.46,1.0,0.40988,0.052996,0.147384,0.9069,0.3421,0.2461,0.0,0.4,0.0,0.136821,0.604789,0.387547,False
4,46,-19.2973,16.6653,7.69,1.0,0.370742,0.053865,0.141315,0.9007,0.3531,0.2532,0.0,0.4,0.0,0.141254,0.631962,0.407858,False
4,47,-19.2973,16.7129,5.88,1.0,0.345263,0.054073,0.136636,0.8962,0.3608,0.2581,0.0,0.4,0.0,0.144308,0.652209,0.423609,False
4,48,-19.2973,16.7606,6.8,1.0,0.33964,0.052502,0.133535,0.897,0.3594,0.2573,0.0,0.4,0.0,0.143765,0.65925,0.430002,False
4,49,-19.2973,16.8082,9.55,1.0,0.34624,0.05183,0.133962,0.8989,0.3561,0.2551,0.0,0.4,0.0,0.142451,0.654709,0.426718,False
4,50,-19.2973,16.8558,4.47,1.0,0.302104,0.051879,0.125192,0.8903,0.3707,0.2646,0.0,0.4,0.0,0.148278,0.694071,0.458872,False
4,51,-19.2973,16.9035,8.87,1.0,0.326917,0.052329,0.130795,0.8949,0.3631,0.2596,0.0,0.4,0.0,0.145226,0.670552,0.439206,False
4,52,-19.2973,16.9511,8.85,1.0,0.326792,0.050125,0.127986,0.8975,0.3586,0.2568,0.0,0.4,0.0,0.143444,0.673976,0.443165,False
4,53,-19.2973,16.9988,10.82,1.0,0.338931,0.045632,0.124363,0.9048,0.3458,0.2485,0.0,0.4,0.0,0.138317,0.671166,0.443395,False
4,54,-19.2973,17.0464,5.26,1.0,0.303484,0.041053,0.111619,0.9046,0.3462,0.2488,0.04,0.4,0.0,0.174677,0.790898,0.479744,False
4,55,-19.2973,17.0941,0,1.0,0.266262,0.035781,0.097606,0.9049,0.3456,0.2484,0.04,0.4,0.0,0.174443,0.832572,0.525843,False
4,56,-19.2973,17.1417,0,1.0,0.266262,0.029763,0.089021,0.9137,0.3295,0.2379,0.04,0.4,0.0,0.168349,0.849097,0.545652,False
5,0,-19.2523,14.4738,0.77,1.0,0.675793,0.000216,0.012078,0.9544,0.2389,0.1792,0.04,0.0,0.0,0.038175,0.957607,0.98984,False
5,1,-19.2523,14.5215,2.91,1.0,0.692289,0.000383,0.016293,0.9543,0.2391,0.1793,0.04,0.0,0.1,0.056101,0.968037,0.966762,False
5,2,-19.2523,14.5691,0,1.0,0.669417,0.00068,0.02133,0.9541,0.2395,0.1796,0.08,0.0,0.0,0.076331,0.972085,0.925983,False
5,3,-19.2523,14.6167,0,1.0,0.669417,0.0012,0.028348,0.9539,0.2402,0.18,0.08,0.0,0.0,0.07631,0.932249,0.859562,False
5,4,-19.2523,14.6644,0,1.0,0.669417,0.002109,0.037576,0.9534,0.2414,0.1808,0.08,0.0,0.0,0.076274,0.868648,0.773782,False
5,5,-19.2523,14.712,3.13,1.0,0.69389,0.003675,0.050497,0.9527,0.2434,0.1821,0.08,0.0,0.0,0.076216,0.778937,0.671161,False
5,6,-19.2523,14.7597,0,1.0,0.669417,0.006315,0.065018,0.9513,0.247,0.1844,0.08,0.0,0.1,0.094548,0.766405,0.58234,False
5,7,-19.2523,14.8073,1.23,1.0,0.679487,0.010602,0.084878,0.9492,0.2525,0.188,0.04,0.4,0.0,0.138957,0.805466,0.493038,False
5,8,-19.2523,14.8549,0.5,1.0,0.673586,0.017117,0.107377,0.9457,0.261,0.1935,0.04,0.4,0.0,0.142225,0.734075,0.423041,False
5,9,-19.2523,14.9026,0,1.0,0.669417,0.025961,0.131827,0.941,0.2723,0.2009,0.0,0.4,0.0,0.108937,0.562361,0.370033,False
5,10,-19.2523,14.9502,0,1.0,0.669417,0.036111,0.155477,0.9355,0.2849,0.209,0.0,0.4,0.0,0.113953,0.519498,0.333014,False
5,11,-19.2523,14.9979,0,1.0,0.669417,0.055447,0.192658,0.9247,0.3078,0.2239,0.0,0.0,0.3,0.067164,0.294338,0.29264,False
5,12,-19.2523,15.0455,0,1.0,0.656271,0.102022,0.258755,0.8967,0.36,0.2577,0.0,0.0,0.2,0.05153,0.18057,0.25208,False
5,13,-19.2523,15.0931,0,1.0,0.643029,0.164427,0.325163,0.8573,0.4206,0.2967,0.0,0.0,0.1,0.029672,0.087212,0.229736,False
5,14,-19.2523,15.1408,0,1.0,0.630289,0.222832,0.374764,0.8201,0.469,0.3278,0.0,0.0,0.1,0.032777,0.083745,0.218806,False
5,15,-19.2523,15.1884,0,1.0,0.618021,0.273764,0.411329,0.788,0.5057,0.3512,0.0,0.0,0.1,0.03512,0.081839,0.212547,False
5,16,-19.2523,15.2361,0,1.0,0.606199,0.474062,0.536074,0.6866,0.5998,0.4109,0.0,0.0,0.0,0.0,0.0,0.189673,False
5,17,-19.2523,15.2837,0,1.0,0.594799,0.653091,0.623264,0.6178,0.65,0.4425,0.0,0.0,0.0,0.0,0.0,0.175445,False
5,18,-19.2523,15.3314,0,1.0,0.583799,0.751166,0.662216,0.5857,0.6706,0.4553,0.0,0.0,0.0,0.0,0.0,0.169817,False
5,19,-19.2523,15.379,0,1.0,0.573176,0.792742,0.674077,0.5712,0.6793,0.4607,0.0,0.0,0.0,0.0,0.0,0.168647,False
5,20,-19.2523,15.4266,0.39,1.0,0.566542,0.870163,0.702128,0.5507,0.6911,0.468,0.0,0.0,0.0,0.0,0.0,0.164514,False
5,21,-19.2523,15.4743,1.34,1.0,0.565277,0.901735,0.713954,0.5434,0.6952,0.4705,0.0,0.0,0.0,0.0,0.0,0.162701,False
5,22,-19.2523,15.5219,0.37,1.0,0.546859,0.906177,0.703954,0.5362,0.6991,0.473,0.0,0.0,0.0,0.0,0.0,0.165475,False
5,23,-19.2523,15.5696,1.97,1.0,0.55207,0.885298,0.699104,0.5424,0.6957,0.4709,0.0,0.0,0.0,0.0,0.0,0.165946,False
5,24,-19.2523,15.6172,0,1.0,0.525083,0.875633,0.678071,0.535,0.6998,0.4734,0.0,0.0,0.0,0.0,0.0,0.171329,False
5,25,-19.2523,15.6648,7.75,1.0,0.584608,0.902806,0.72649,0.5496,0.6917,0.4684,0.0,0.0,0.0,0.0,0.0,0.15956,False
5,26,-19.2523,15.7125,7.27,1.0,0.577696,0.911274,0.725561,0.5456,0.694,0.4698,0.0,0.0,0.0,0.0,0.0,0.160123,False
5,27,-19.2523,15.7601,9.05,1.0,0.586884,0.898017,0.725969,0.5514,0.6907,0.4678,0.0,0.0,0.0,0.0,0.0,0.1595,False
5,28,-19.2523,15.8078,0,1.0,0.510142,0.877231,0.668964,0.5292,0.7029,0.4753,0.0,0.0,0.0,0.0,0.0,0.173985,False
5,29,-19.2523,15.8554,1.71,1.0,0.522486,0.906027,0.688031,0.5277,0.7037,0.4758,0.0,0.0,0.0,0.0,0.0,0.169739,False
5,30,-19.2523,15.903,10.94,1.0,0.589523,0.913936,0.73402,0.5489,0.6921,0.4687,0.0,0.0,0.0,0.0,0.0,0.158129,False
5,31,-19.2523,15.9507,0,1.0,0.499903,0.908381,0.673871,0.519,0.7082,0.4786,0.0,0.0,0.0,0.0,0.0,0.173758,False
5,32,-19.2523,15.9983,2.89,1.0,0.522683,0.87816,0.677495,0.5336,0.7005,0.4738,0.0,0.0,0.0,0.0,0.0,0.171593,False
5,33,-19.2523,16.046,5.69,1.0,0.542238,0.859455,0.682663,0.5446,0.6945,0.4701,0.0,0.0,0.0,0.0,0.0,0.169371,False
5,34,-19.2523,16.0936,18.87,1.0,0.622929,0.812894,0.711601,0.5828,0.6723,0.4564,0.0,0.0,0.0,0.0,0.0,0.159322,False
5,35,-19.2523,16.1412,14.86,1.0,0.597661,0.747092,0.668212,0.5915,0.667,0.4531,0.0,0.0,0.0,0.0,0.0,0.167778,False
5,36,-19.2523,16.1889,8.23,1.0,0.55148,0.683879,0.614122,0.5931,0.666,0.4524,0.0,0.0,0.0,0.0,0.0,0.180936,False
5,37,-19.2523,16.2365,3.64,1.0,0.512671,0.592484,0.551134,0.6074,0.6569,0.4467,0.0,0.0,0.0,0.0,0.0,0.197472,False
5,38,-19.2523,16.2842,0.68,1.0,0.467186,0.499666,0.483153,0.6232,0.6464,0.4402,0.0,0.0,0.1,0.04402,0.087083,0.219449,False
5,39,-19.2523,16.3318,3.86,1.0,0.471331,0.433632,0.452088,0.6539,0.6248,0.4266,0.0,0.0,0.2,0.085329,0.172001,0.227159,False
5,40,-19.2523,16.3794,3.56,1.0,0.447211,0.375465,0.409771,0.6724,0.6109,0.4179,0.0,0.0,0.2,0.083583,0.184518,0.243628,False
5,41,-19.2523,16.4271,2.62,1.0,0.419604,0.269728,0.336421,0.7243,0.568,0.3908,0.0,0.4,0.0,0.227193,0.491008,0.274407,False
5,42,-19.2523,16.4747,5.08,1.0,0.421379,0.186041,0.279989,0.7885,0.5051,0.3509,0.0,0.4,0.0,0.202055,0.514052,0.29583,False
5,43,-19.2523,16.5224,4.24,1.0,0.397964,0.125524,0.223504,0.8344,0.4513,0.3164,0.0,0.4,0.0,0.180519,0.554107,0.330702,False
5,44,-19.2523,16.57,3.77,1.0,0.378762,0.100623,0.195224,0.8535,0.426,0.3002,0.0,0.4,0.0,0.170402,0.582244,0.355409,False
5,45,-19.2523,16.6176,4.68,1.0,0.371362,0.085469,0.178157,0.8673,0.4063,0.2875,0.0,0.4,0.0,0.16253,0.598394,0.370982,False
5,46,-19.2523,16.6653,2.79,1.0,0.343528,0.0933,0.179028,0.8512,0.4292,0.3022,0.0,0.4,0.0,0.171662,0.616669,0.382246,False
5,47,-19.2523,16.7129,8.89,1.0,0.374779,0.09382,0.187515,0.8594,0.4177,0.2948,0.0,0.4,0.0,0.167074,0.58975,0.362453,False
5,48,-19.2523,16.7606,4.66,1.0,0.333465,0.091055,0.174252,0.8506,0.4299,0.3027,0.0,0.4,0.0,0.171971,0.627275,0.390777,False
5,49,-19.2523,16.8082,2.73,1.0,0.308522,0.089888,0.166531,0.8436,0.4394,0.3088,0.0,0.4,0.0,0.175753,0.65194,0.409959,False
5,50,-19.2523,16.8558,10.74,1.0,0.351973,0.089087,0.177077,0.8583,0.4192,0.2958,0.0,0.4,0.0,0.167684,0.61208,0.379998,False
5,51,-19.2523,16.9035,4.88,1.0,0.30967,0.089893,0.166845,0.844,0.4388,0.3084,0.0,0.4,0.0,0.175537,0.650795,0.409069,False
5,52,-19.2523,16.9511,5.49,1.0,0.313839,0.08588,0.164172,0.8504,0.4302,0.3029,0.0,0.4,0.0,0.172094,0.649452,0.409211,False
5,53,-19.2523,16.9988,17.64,1.0,0.387518,0.077739,0.173567,0.8789,0.3888,0.2763,0.0,0.4,0.0,0.155534,0.591843,0.368546,False
5,54,-19.2523,17.0464,18.95,1.0,0.394528,0.070443,0.166708,0.8876,0.3751,0.2674,0.0,0.4,0.0,0.15003,0.593412,0.372111,False
5,55,-19.2523,17.0941,1.58,1.0,0.286207,0.060858,0.131978,0.8742,0.3961,0.2809,0.0,0.4,0.0,0.158433,0.698944,0.458494,False
